lang1,lang2
পাাউহং,ꯄꯥꯥꯎꯍꯪ
পাান্দমদি,ꯄꯥꯥꯟ꯭ꯗꯝꯗꯤ
পাার্লিয়ামেন্তরি,ꯄꯥꯥꯔ꯭ꯜꯤꯌꯥꯃꯦꯟ꯭ꯠꯔꯤ
পােইত্রি,ꯄꯥꯦꯏꯠ꯭ꯔꯤ
পােইন্ট,ꯄꯥꯦꯏꯟ꯭ꯠ
পােইরৌপাৎতা,ꯄꯥꯦꯏꯔꯧꯄꯥꯠꯇꯥ
পােক,ꯄꯥꯦꯛ
পােকখায়বগী,ꯄꯥꯦꯛꯈꯥꯢꯕꯒꯤ
পােকখায়রকপদা,ꯄꯥꯦꯛꯈꯥꯢꯔꯛꯞꯗꯥ
পােকখায়হনবনাে,ꯄꯥꯦꯛꯈꯥꯢꯟꯕꯅꯥꯦ
পােক্নফম,ꯄꯥꯦꯛ꯭ꯟꯐꯝ
পােক্লে,ꯄꯥꯦꯛ꯭ꯜꯦ
পােজিসন,ꯄꯥꯦꯖꯤꯁꯟ
পােজিসনশিংদা,ꯄꯥꯦꯖꯤꯁꯟꯁꯤꯡꯗꯥ
পােপুলার,ꯄꯥꯦꯄꯨꯂꯥꯔ
পােরগী,ꯄꯥꯦꯔꯒꯤ
পােরদা,ꯄꯥꯦꯔꯗꯥ
পােলিসিগী,ꯄꯥꯦꯂꯤꯁꯤꯒꯤ
পােলেম,ꯄꯥꯦꯂꯦꯝ
পােস্ত,ꯄꯥꯦꯁ꯭ꯠ
পােৎ,ꯄꯥꯦꯠ
পােৎয়ান,ꯄꯥꯦꯠꯌꯥꯟ
পােৎলম,ꯄꯥꯦꯠꯂꯝ
পােৎলমশিং,ꯄꯥꯦꯠꯂꯝꯁꯤꯡ
পােৎশক,ꯄꯥꯦꯠꯁꯛ
পাৎ,ꯄꯥꯠ
পাৎকী,ꯄꯥꯠꯀꯤ
পাৎতগী,ꯄꯥꯠꯇꯒꯤ
পাৎতা,ꯄꯥꯠꯇꯥ
পাৎপু,ꯄꯥꯠꯄꯨ
পাৎশিং,ꯄꯥꯠꯁꯤꯡ
পাৎশিংদা,ꯄꯥꯠꯁꯤꯡꯗꯥ
পাৎশিংবু,ꯄꯥꯠꯁꯤꯡꯕꯨ
পাৎশোই,ꯄꯥꯠꯁꯣꯢ
পাৎশোইদা,ꯄꯥꯠꯁꯣꯢꯗꯥ
পাৎসোই,ꯄꯥꯠꯁꯣꯢ
পায়,ꯄꯥꯢ
পায়খনিবগী,ꯄꯥꯢꯈꯅꯤꯕꯒꯤ
পায়খনিবসু,ꯄꯥꯢꯈꯅꯤꯕꯁꯨ
পায়খলিকপনি,ꯄꯥꯢꯈꯂꯤꯛꯞꯅꯤ
পায়খি,ꯄꯥꯢꯈꯤ
পায়খিদ্রবসু,ꯄꯥꯢꯈꯤꯗ꯭ꯔꯕꯁꯨ
পায়খিবনি,ꯄꯥꯢꯈꯤꯕꯅꯤ
পায়খ্রে,ꯄꯥꯢꯈ꯭ꯔꯦ
পায়খৎকদগে,ꯄꯥꯢꯈꯠꯀꯗꯒꯦ
পায়খৎকদবনি,ꯄꯥꯢꯈꯠꯀꯗꯕꯅꯤ
পায়খৎকদবশিংগী,ꯄꯥꯢꯈꯠꯀꯗꯕꯁꯤꯡꯒꯤ
পায়খৎকদবা,ꯄꯥꯢꯈꯠꯀꯗꯕꯥ
পায়খৎকদৌরি,ꯄꯥꯢꯈꯠꯀꯗꯧꯔꯤ
পায়খৎকদৌরিবা,ꯄꯥꯢꯈꯠꯀꯗꯧꯔꯤꯕꯥ
পায়খৎকনি,ꯄꯥꯢꯈꯠꯀꯅꯤ
পায়খৎকনিহায়না,ꯄꯥꯢꯈꯠꯀꯅꯤꯍꯥꯢꯅꯥ
পায়খৎকনিহায়বগী,ꯄꯥꯢꯈꯠꯀꯅꯤꯍꯥꯢꯕꯒꯤ
পায়খৎকপগা,ꯄꯥꯢꯈꯠꯀꯞꯒꯥ
পায়খৎক্কদৌরিবা,ꯄꯥꯢꯈꯠꯀꯀꯗꯧꯔꯤꯕꯥ
পায়খৎখি,ꯄꯥꯢꯈꯠꯈꯤ
পায়খৎখিগনি,ꯄꯥꯢꯈꯠꯈꯤꯒꯅꯤ
পায়খৎখিবগী,ꯄꯥꯢꯈꯠꯈꯤꯕꯒꯤ
পায়খৎখিবনি,ꯄꯥꯢꯈꯠꯈꯤꯕꯅꯤ
পায়খৎখিবনিঅমসুং,ꯄꯥꯢꯈꯠꯈꯤꯕꯅꯤꯑꯝꯁꯨꯡ
পায়খৎখিবা,ꯄꯥꯢꯈꯠꯈꯤꯕꯥ
পায়খৎখ্রে,ꯄꯥꯢꯈꯠꯈ꯭ꯔꯦ
পায়খৎচবা,ꯄꯥꯢꯈꯠꯆꯕꯥ
পায়খৎতনবা,ꯄꯥꯢꯈꯠꯇꯟꯕꯥ
পায়খৎতনা,ꯄꯥꯢꯈꯠꯇꯅꯥ
পায়খৎতবদগীনি,ꯄꯥꯢꯈꯠꯇꯕꯗꯒꯤꯅꯤ
পায়খৎতবা,ꯄꯥꯢꯈꯠꯇꯕꯥ
পায়খৎতুনা,ꯄꯥꯢꯈꯠꯇꯨꯅꯥ
পায়খৎত্রবদি,ꯄꯥꯢꯈꯠꯇ꯭ꯔꯕꯗꯤ
পায়খৎত্রি,ꯄꯥꯢꯈꯠꯇ꯭ꯔꯤ
পায়খৎত্রিবা,ꯄꯥꯢꯈꯠꯇ꯭ꯔꯤꯕꯥ
পায়খৎত্রে,ꯄꯥꯢꯈꯠꯇ꯭ꯔꯦ
পায়খৎননবগী,ꯄꯥꯢꯈꯠꯅꯅꯕꯒꯤ
পায়খৎননবা,ꯄꯥꯢꯈꯠꯅꯟꯕꯥ
পায়খৎনবগী,ꯄꯥꯢꯈꯠꯅꯕꯒꯤ
পায়খৎনবগীদমক,ꯄꯥꯢꯈꯠꯅꯕꯒꯤꯗꯝꯛ
পায়খৎনবসু,ꯄꯥꯢꯈꯠꯅꯕꯁꯨ
পায়খৎনবা,ꯄꯥꯢꯈꯠꯅꯕꯥ
পায়খৎন্ননবসু,ꯄꯥꯢꯈꯠꯅꯅꯅꯕꯁꯨ
পায়খৎপগা,ꯄꯥꯢꯈꯠꯄꯒꯥ
পায়খৎপগী,ꯄꯥꯢꯈꯠꯄꯒꯤ
পায়খৎপগীদমক,ꯄꯥꯢꯈꯠꯄꯒꯤꯗꯝꯛ
পায়খৎপগীদমকসু,ꯄꯥꯢꯈꯠꯄꯒꯤꯗꯝꯛꯁꯨ
পায়খৎপগুম,ꯄꯥꯢꯈꯠꯄꯒꯨꯝ
পায়খৎপদগী,ꯄꯥꯢꯈꯠꯄꯗꯒꯤ
পায়খৎপদগীনি,ꯄꯥꯢꯈꯠꯄꯗꯒꯤꯅꯤ
পায়খৎপদসু,ꯄꯥꯢꯈꯠꯄꯗꯁꯨ
পায়খৎপদা,ꯄꯥꯢꯈꯠꯄꯗꯥ
পায়খৎপনা,ꯄꯥꯢꯈꯠꯄꯅꯥ
পায়খৎপনি,ꯄꯥꯢꯈꯠꯄꯅꯤ
পায়খৎপা,ꯄꯥꯢꯈꯠꯄꯥ
পায়খৎপাা,ꯄꯥꯢꯈꯠꯄꯥꯥ
পায়খৎপিনবা,ꯄꯥꯢꯈꯠꯄꯤꯟꯕꯥ
পায়খৎপিয়ু,ꯄꯥꯢꯈꯠꯄꯤꯌꯨ
পায়খৎপীদনবা,ꯄꯥꯢꯈꯠꯄꯤꯗꯟꯕꯥ
পায়খৎপীদ্রে,ꯄꯥꯢꯈꯠꯄꯤꯗ꯭ꯔꯦ
পায়খৎপীনবসু,ꯄꯥꯢꯈꯠꯄꯤꯟꯕꯁꯨ
পায়খৎপীনবা,ꯄꯥꯢꯈꯠꯄꯤꯟꯕꯥ
পায়খৎপীবগীদমক,ꯄꯥꯢꯈꯠꯄꯤꯕꯒꯤꯗꯝꯛ
পায়খৎফম,ꯄꯥꯢꯈꯠꯐꯝ
পায়খৎমিন্নরি,ꯄꯥꯢꯈꯠꯃꯤꯟꯅꯔꯤ
পায়খৎমীন্ননবা,ꯄꯥꯢꯈꯠꯃꯤꯟꯅꯟꯕꯥ
পায়খৎমীন্নবনি,ꯄꯥꯢꯈꯠꯃꯤꯟꯅꯕꯅꯤ
পায়খৎমীন্নবা,ꯄꯥꯢꯈꯠꯃꯤꯟꯅꯕꯥ
পায়খৎমীন্নরসি,ꯄꯥꯢꯈꯠꯃꯤꯟꯅꯔꯁꯤ
পায়খৎলকখি,ꯄꯥꯢꯈꯠꯂꯛꯈꯤ
পায়খৎলকপগী,ꯄꯥꯢꯈꯠꯂꯀꯄꯒꯤ
পায়খৎলকপগীদমক,ꯄꯥꯢꯈꯠꯂꯀꯄꯒꯤꯗꯝꯛ
পায়খৎলকপদগী,ꯄꯥꯢꯈꯠꯂꯀꯄꯗꯒꯤ
পায়খৎলকপদা,ꯄꯥꯢꯈꯠꯂꯀꯄꯗꯥ
পায়খৎলকপনি,ꯄꯥꯢꯈꯠꯂꯀꯄꯅꯤ
পায়খৎলকপনিহায়রি,ꯄꯥꯢꯈꯠꯂꯀꯄꯅꯤꯍꯥꯢꯔꯤ
পায়খৎলকপা,ꯄꯥꯢꯈꯠꯂꯛꯄꯥ
পায়খৎলক্কদৌরিবা,ꯄꯥꯢꯈꯠꯂꯛꯀꯗꯧꯔꯤꯕꯥ
পায়খৎলক্কনি,ꯄꯥꯢꯈꯠꯂꯛꯀꯅꯤ
পায়খৎলক্তবদগী,ꯄꯥꯢꯈꯠꯂꯛꯇꯕꯗꯒꯤ
পায়খৎলক্লি,ꯄꯥꯢꯈꯠꯂꯀ꯭ꯂꯤ
পায়খৎলক্লিবা,ꯄꯥꯢꯈꯠꯂꯀ꯭ꯂꯤꯕꯥ
পায়খৎলগনি,ꯄꯥꯢꯈꯠꯂꯒꯅꯤ
পায়খৎলগনিঅমসুং,ꯄꯥꯢꯈꯠꯂꯒꯅꯤꯑꯝꯁꯨꯡ
পায়খৎলগনিহায়নসু,ꯄꯥꯢꯈꯠꯂꯒꯅꯤꯍꯥꯢꯟꯁꯨ
পায়খৎলবগে,ꯄꯥꯢꯈꯠꯂꯕꯒꯦ
পায়খৎলবদি,ꯄꯥꯢꯈꯠꯂꯕꯗꯤ
পায়খৎলবা,ꯄꯥꯢꯈꯠꯂꯕꯥ
পায়খৎলমখি,ꯄꯥꯢꯈꯠꯂꯝꯈꯤ
পায়খৎলমগনি,ꯄꯥꯢꯈꯠꯂꯃꯒꯅꯤ
পায়খৎলমদবদগী,ꯄꯥꯢꯈꯠꯂꯃꯗꯕꯗꯒꯤ
পায়খৎলমদে,ꯄꯥꯢꯈꯠꯂꯝꯗꯦ
পায়খৎলম্বা,ꯄꯥꯢꯈꯠꯂꯃ꯭ꯕꯥ
পায়খৎলম্মী,ꯄꯥꯢꯈꯠꯂꯝꯃꯤ
পায়খৎলি,ꯄꯥꯢꯈꯠꯂꯤ
পায়খৎলিঅমসুং,ꯄꯥꯢꯈꯠꯂꯤꯑꯝꯁꯨꯡ
পায়খৎলিঙৈ,ꯄꯥꯢꯈꯠꯂꯤꯉꯩ
পায়খৎলিবগে,ꯄꯥꯢꯈꯠꯂꯤꯕꯒꯦ
পায়খৎলিবসি,ꯄꯥꯢꯈꯠꯂꯤꯕꯁꯤ
পায়খৎলিবা,ꯄꯥꯢꯈꯠꯂꯤꯕꯥ
পায়খৎলিহায়রদুনা,ꯄꯥꯢꯈꯠꯂꯤꯍꯥꯢꯔꯗꯨꯅꯥ
পায়খৎলুবগী,ꯄꯥꯢꯈꯠꯂꯨꯕꯒꯤ
পায়খৎলে,ꯄꯥꯢꯈꯠꯂꯦ
পায়খৎলেঅমসুং,ꯄꯥꯢꯈꯠꯂꯦꯑꯝꯁꯨꯡ
পায়খৎলেহায়নসু,ꯄꯥꯢꯈꯠꯂꯦꯍꯥꯢꯟꯁꯨ
পায়খৎলোই,ꯄꯥꯢꯈꯠꯂꯣꯢ
পায়খৎহন্নিংবগী,ꯄꯥꯢꯈꯠꯍꯟꯅꯤꯡꯕꯒꯤ
পায়খৎহন্নিংবা,ꯄꯥꯢꯈꯠꯍꯟꯅꯤꯡꯕꯥ
পায়খৎহৌবদগী,ꯄꯥꯢꯈꯠꯍꯧꯕꯗꯒꯤ
পায়গদবনি,ꯄꯥꯢꯒꯗꯕꯅꯤ
পায়গদবা,ꯄꯥꯢꯒꯗꯕꯥ
পায়গনি,ꯄꯥꯢꯒꯅꯤ
পায়দনা,ꯄꯥꯢꯗꯅꯥ
পায়দবা,ꯄꯥꯢꯗꯕꯥ
পায়দুনা,ꯄꯥꯢꯗꯨꯅꯥ
পায়ননবা,ꯄꯥꯢꯟꯟꯕꯥ
পায়নবগীদমক,ꯄꯥꯢꯟꯕꯒꯤꯗꯝꯛ
পায়নবা,ꯄꯥꯢꯟꯕꯥ
পায়বগা,ꯄꯥꯢꯕꯒꯥ
পায়বগী,ꯄꯥꯢꯕꯒꯤ
পায়বগীদমক,ꯄꯥꯢꯕꯒꯤꯗꯝꯛ
পায়বদা,ꯄꯥꯢꯕꯗꯥ
পায়বশিং,ꯄꯥꯢꯕꯁꯤꯡ
পায়বশিংনা,ꯄꯥꯢꯕꯁꯤꯡꯅꯥ
পায়বা,ꯄꯥꯢꯕꯥ
পায়বী,ꯄꯥꯢꯕꯤ
পায়মীন্নরিবা,ꯄꯥꯢꯃꯤꯟꯅꯔꯤꯕꯥ
পায়রকপগা,ꯄꯥꯢꯔꯛꯞꯒꯥ
পায়রকপদগী,ꯄꯥꯢꯔꯛꯞꯗꯒꯤ
পায়রক্কনি,ꯄꯥꯢꯔꯛꯀꯅꯤ
পায়রক্লবদি,ꯄꯥꯢꯔꯛ꯭ꯜꯕꯗꯤ
পায়রক্লবা,ꯄꯥꯢꯔꯛ꯭ꯜꯕꯥ
পায়রগনি,ꯄꯥꯢꯔꯒꯅꯤ
পায়রগা,ꯄꯥꯢꯔꯒꯥ
পায়রবদি,ꯄꯥꯢꯔꯕꯗꯤ
পায়রবা,ꯄꯥꯢꯔꯕꯥ
পায়রম্বনি,ꯄꯥꯢꯔꯝ꯭ꯕꯅꯤ
পায়রম্মী,ꯄꯥꯢꯔꯝꯃꯤ
পায়রি,ꯄꯥꯢꯔꯤ
পায়রিঙৈ,ꯄꯥꯢꯔꯤꯉꯩ
পায়রিবা,ꯄꯥꯢꯔꯤꯕꯥ
পায়রে,ꯄꯥꯢꯔꯦ
পায়শিনখ্রবা,ꯄꯥꯢꯁꯤꯟꯈ꯭ꯔꯕꯥ
পায়হনদুনা,ꯄꯥꯢꯟꯗꯨꯅꯥ
পায়হনবা,ꯄꯥꯢꯟꯕꯥ
পায়হন্দুনা,ꯄꯥꯢꯟ꯭ꯗꯨꯅꯥ
পায়াপোন্তে,ꯄꯥꯢꯥꯄꯣꯟ꯭ꯠꯦ
পায়্,ꯄꯥꯢ
পায়্খত্তুনা,ꯄꯥꯢ꯭ꯈꯠꯇꯨꯅꯥ
পায়্খত্লগা,ꯄꯥꯢ꯭ꯈꯠ꯭ꯜꯒꯥ
পায়্খিবোইরে,ꯄꯥꯢ꯭ꯈꯤꯕꯣꯢꯔꯦ
পায়্গে,ꯄꯥꯢ꯭ꯒꯦ
পায়্দুনা,ꯄꯥꯢ꯭ꯗꯨꯅꯥ
পায়্না,ꯄꯥꯢ꯭ꯟꯥ
পায়্বতা,ꯄꯥꯢ꯭ꯕꯇꯥ
পায়্বদগী,ꯄꯥꯢ꯭ꯕꯗꯒꯤ
পায়্বদা,ꯄꯥꯢ꯭ꯕꯗꯥ
পায়্বা,ꯄꯥꯢ꯭ꯕꯥ
পায়্বিরম্বসু,ꯄꯥꯢ꯭ꯕꯤꯔꯝ꯭ꯕꯁꯨ
পায়্বিরিবসিবো,ꯄꯥꯢ꯭ꯕꯤꯔꯤꯕꯁꯤꯕꯣ
পায়্বিয়ুদনা,ꯄꯥꯢ꯭ꯕꯤꯌꯨꯗꯅꯥ
পায়্বী,ꯄꯥꯢ꯭ꯕꯤ
পায়্মিন্নরগা,ꯄꯥꯢ꯭ꯝꯤꯟꯅꯔꯒꯥ
পায়্রগা,ꯄꯥꯢ꯭ꯔꯒꯥ
পায়্রদুনা,ꯄꯥꯢ꯭ꯔꯗꯨꯅꯥ
পায়্রম্বা,ꯄꯥꯢ꯭ꯔꯝ꯭ꯕꯥ
পায়্রিবা,ꯄꯥꯢ꯭ꯔꯤꯕꯥ
পায়্রুবদা,ꯄꯥꯢ꯭ꯔꯨꯕꯗꯥ
পায়্রুবু,ꯄꯥꯢ꯭ꯔꯨꯕꯨ
পায়্রুরে,ꯄꯥꯢ꯭ꯔꯨꯔꯦ
পায়্রুরেদো,ꯄꯥꯢ꯭ꯔꯨꯔꯦꯗꯣ
পায়্হল্লগা,ꯄꯥꯢ꯭ꯜꯂꯒꯥ
পাৱন,ꯄꯥꯟ
পাৱনকুমার,ꯄꯥꯟꯀꯨꯃꯥꯔ
পাৱনকুমারনা,ꯄꯥꯟꯀꯨꯃꯥꯔꯅꯥ
পাৱরস,ꯄꯥꯔꯁ
পাৱি,ꯄꯥꯋꯤ
পি,ꯄꯤ
পিং,ꯄꯤꯡ
পিএম,ꯄꯤꯑꯦꯝ
পিএমজিকেএৱাই,ꯄꯤꯑꯦꯝꯖꯤꯀꯦꯑꯦꯋꯥꯢ
পিওন,ꯄꯤꯑꯣꯟ
পিওনদগী,ꯄꯤꯑꯣꯟꯗꯒꯤ
পিক,ꯄꯤꯛ
পিকচর,ꯄꯤꯛꯆꯔ
পিকচরবসু,ꯄꯤꯛꯆꯔꯕꯁꯨ
পিকনা,ꯄꯤꯛꯅꯥ
পিকপা,ꯄꯤꯛꯄꯥ
পিকিনিক,ꯄꯤꯀꯤꯅꯤꯛ
পিকেট,ꯄꯤꯀꯦꯠ
পিকেটিংগুম্বা,ꯄꯤꯀꯦꯇꯤꯡꯒꯨꯝ꯭ꯕꯥ
পিক্কী,ꯄꯤꯛꯀꯤ
পিক্ত্রু,ꯄꯤꯛꯇ꯭ꯔꯨ
পিক্নিক,ꯄꯤꯛ꯭ꯟꯤꯛ
পিক্নিকনচিংবা,ꯄꯤꯛ꯭ꯟꯤꯛꯟꯆꯤꯡꯕꯥ
পিক্পা,ꯄꯤꯛꯄꯥ
পিক্লবা,ꯄꯤꯛ꯭ꯜꯕꯥ
পিক্লিঙৈদগী,ꯄꯤꯛ꯭ꯜꯤꯉꯩꯗꯒꯤ
পিক্লিবা,ꯄꯤꯛ꯭ꯜꯤꯕꯥ
পিখি,ꯄꯤꯈꯤ
পিখিগনি,ꯄꯤꯈꯤꯒꯅꯤ
পিখিবগীদমক,ꯄꯤꯈꯤꯕꯒꯤꯗꯝꯛ
পিখিবনি,ꯄꯤꯈꯤꯕꯅꯤ
পিখিবা,ꯄꯤꯈꯤꯕꯥ
পিখিরোই,ꯄꯤꯈꯤꯔꯣꯢ
পিখ্রে,ꯄꯤꯈ꯭ꯔꯦ
পিগনি,ꯄꯤꯒꯅꯤ
পিগরি,ꯄꯤꯒꯔꯤ
পিগসু,ꯄꯤꯒꯁꯨ
পিগা,ꯄꯤꯒꯥ
পিগী,ꯄꯤꯒꯤ
পিগীদমক,ꯄꯤꯒꯤꯗꯝꯛ
পিগীনা,ꯄꯤꯒꯤꯅꯥ
পিঙ্ক,ꯄꯤꯡ꯭ꯛ
পিছ,ꯄꯤꯁ
পিছলেন্দ,ꯄꯤꯁꯂꯦꯟ꯭ꯗ
পিছলেন্দদসু,ꯄꯤꯁꯂꯦꯟ꯭ꯗꯗꯁꯨ
পিজ,ꯄꯤꯖ
পিজগদৌরিনো,ꯄꯤꯖꯒꯗꯧꯔꯤꯅꯣ
পিজুস,ꯄꯤꯖꯨꯁ
পিজৌ,ꯄꯤꯖꯧ
পিজৌদনা,ꯄꯤꯖꯧꯗꯅꯥ
পিটচতা,ꯄꯤꯠꯆꯇꯥ
পিটর,ꯄꯤꯠꯔ
পিটরনা,ꯄꯤꯠꯔꯅꯥ
পিটিআই,ꯄꯤꯇꯤꯥꯢ
পিটিসনগা,ꯄꯤꯇꯤꯁꯟꯒꯥ
পিটিসনগী,ꯄꯤꯇꯤꯁꯟꯒꯤ
পিটিসনর,ꯄꯤꯇꯤꯁꯟꯔ
পিতমদা,ꯄꯤꯠꯝꯗꯥ
পিতর,ꯄꯤꯠꯔ
পিতরনা,ꯄꯤꯠꯔꯅꯥ
পিতোরাগরদা,ꯄꯤꯇꯣꯔꯥꯒꯔꯗꯥ
পিত্রা,ꯄꯤꯠ꯭ꯔꯥ
পিত্রাদা,ꯄꯤꯠ꯭ꯔꯥꯗꯥ
পিত্রিওটিক,ꯄꯤꯠ꯭ꯔꯤꯑꯣꯇꯤꯛ
পিথোরাগরদা,ꯄꯤꯊꯣꯔꯥꯒꯔꯗꯥ
পিথোলগরদা,ꯄꯤꯊꯣꯜꯒꯔꯗꯥ
পিদগী,ꯄꯤꯗꯒꯤ
পিদা,ꯄꯤꯗꯥ
পিদি,ꯄꯤꯗꯤ
পিদুনা,ꯄꯤꯗꯨꯅꯥ
পিদোনু,ꯄꯤꯗꯣꯅꯨ
পিদ্রিঙৈ,ꯄꯤꯗ꯭ꯔꯤꯉꯩ
পিন,ꯄꯤꯟ
পিনখি,ꯄꯤꯟꯈꯤ
পিনজাং,ꯄꯤꯟꯖꯥꯡ
পিননবা,ꯄꯤꯟꯟꯕꯥ
পিনবগী,ꯄꯤꯟꯕꯒꯤ
পিনবগীদমক,ꯄꯤꯟꯕꯒꯤꯗꯝꯛ
পিনবা,ꯄꯤꯟꯕꯥ
পিনরায়ি,ꯄꯤꯟꯔꯥꯢꯤ
পিনরিবা,ꯄꯤꯟꯔꯤꯕꯥ
পিনসু,ꯄꯤꯟꯁꯨ
পিনা,ꯄꯤꯅꯥ
পিনাকা,ꯄꯤꯅꯥꯀꯥ
পিনাকাদগী,ꯄꯤꯅꯥꯀꯥꯗꯒꯤ
পিনাকী,ꯄꯤꯅꯥꯀꯤ
পিনারায়ি,ꯄꯤꯅꯥꯔꯥꯢꯤ
পিনি,ꯄꯤꯅꯤ
পিন্নবনা,ꯄꯤꯟꯅꯕꯅꯥ
পিন্নিংগী,ꯄꯤꯟꯅꯤꯡꯒꯤ
পিপল,ꯄꯤꯞꯜ
পিপলস,ꯄꯤꯞꯜꯁ
পিপলিগী,ꯄꯤꯞꯂꯤꯒꯤ
পিপল্লি,ꯄꯤꯞꯜꯂꯤ
পিপাবব,ꯄꯤꯄꯥꯕꯕ
পিপারসন্দদা,ꯄꯤꯄꯥꯔꯁꯟ꯭ꯗꯗꯥ
পিফম,ꯄꯤꯐꯝ
পিবগী,ꯄꯤꯕꯒꯤ
পিবদা,ꯄꯤꯕꯗꯥ
পিবনি,ꯄꯤꯕꯅꯤ
পিবা,ꯄꯤꯕꯥ
পিবিনবা,ꯄꯤꯕꯤꯟꯕꯥ
পিবিবসিবু,ꯄꯤꯕꯤꯕꯁꯤꯕꯨ
পিবিয়ু,ꯄꯤꯕꯤꯌꯨ
পিবু,ꯄꯤꯕꯨ
পিবুসু,ꯄꯤꯕꯨꯁꯨ
পিমপ্রাকোথিদা,ꯄꯤꯝꯞ꯭ꯔꯥꯀꯣꯊꯤꯗꯥ
পিমপ্রী,ꯄꯤꯝꯞ꯭ꯔꯤ
পিরক্উ,ꯄꯤꯔꯛꯎ
পিরক্লি,ꯄꯤꯔꯛ꯭ꯜꯤ
পিরগনি,ꯄꯤꯔꯒꯅꯤ
পিরদুনা,ꯄꯤꯔꯗꯨꯅꯥ
পিরবদি,ꯄꯤꯔꯕꯗꯤ
পিরা,ꯄꯤꯔꯥ
পিরাঙ,ꯄꯤꯔꯥꯡ
পিরাঙ্,ꯄꯤꯔꯥꯡ
পিরি,ꯄꯤꯔꯤ
পিরিবা,ꯄꯤꯔꯤꯕꯥ
পিলর,ꯄꯤꯜꯔ
পিলরর,ꯄꯤꯜꯔꯔ
পিলরশিং,ꯄꯤꯜꯔꯁꯤꯡ
পিলরশিংদসু,ꯄꯤꯜꯔꯁꯤꯡꯗꯁꯨ
পিলাইবু,ꯄꯤꯂꯥꯢꯕꯨ
পিল্লর,ꯄꯤꯜꯂꯔ
পিশক,ꯄꯤꯁꯛ
পিশক্তু,ꯄꯤꯁꯛꯇꯨ
পিশক্শিং,ꯄꯤꯁꯛ꯭ꯁꯤꯡ
পিশিং,ꯄꯤꯁꯤꯡ
পিশিংগা,ꯄꯤꯁꯤꯡꯒꯥ
পিশিংগী,ꯄꯤꯁꯤꯡꯒꯤ
পিশিংদসু,ꯄꯤꯁꯤꯡꯗꯁꯨ
পিশিংদা,ꯄꯤꯁꯤꯡꯗꯥ
পিশিংনা,ꯄꯤꯁꯤꯡꯅꯥ
পিশিংসু,ꯄꯤꯁꯤꯡꯁꯨ
পিশিনখিবা,ꯄꯤꯁꯤꯟꯈꯤꯕꯥ
পিশিনখ্রে,ꯄꯤꯁꯤꯟꯈ꯭ꯔꯦ
পিশিনবগী,ꯄꯤꯁꯤꯟꯕꯒꯤ
পিশুম,ꯄꯤꯁꯨꯝ
পিশুমথোং,ꯄꯤꯁꯨꯝꯊꯣꯡ
পিশুমদা,ꯄꯤꯁꯨꯝꯗꯥ
পিষ্টোল,ꯄꯤꯁ꯭ꯠꯣꯜ
পিষ্টোলগী,ꯄꯤꯁ꯭ꯠꯣꯜꯒꯤ
পিষ্টোলদা,ꯄꯤꯁ꯭ꯠꯣꯜꯗꯥ
পিস,ꯄꯤꯁ
পিসকিপিৎ,ꯄꯤꯁꯀꯤꯄꯤꯠ
পিসিকলচর,ꯄꯤꯁꯤꯛꯜꯆꯔ
পিসু,ꯄꯤꯁꯨ
পিসুম,ꯄꯤꯁꯨꯝ
পিয়া,ꯄꯤꯌꯥ
পিয়াঙকা,ꯄꯤꯌꯥꯡꯀꯥ
পিয়াঙ্কা,ꯄꯤꯌꯥꯡ꯭ꯛꯥ
পিয়াজা,ꯄꯤꯌꯥꯖꯥ
পিয়ুজ,ꯄꯤꯌꯨꯖ
পিয়ুরিফিকেসন,ꯄꯤꯌꯨꯔꯤꯐꯤꯀꯦꯁꯟ
পিয়ুস,ꯄꯤꯌꯨꯁ
পী,ꯄꯤ
পীং,ꯄꯤꯡ
পীক,ꯄꯤꯛ
পীকখ্রবা,ꯄꯤꯛꯈ꯭ꯔꯕꯥ
পীকচর,ꯄꯤꯛꯆꯔ
পীকচরবসু,ꯄꯤꯛꯆꯔꯕꯁꯨ
পীকথনা,ꯄꯤꯛꯊꯅꯥ
পীকনা,ꯄꯤꯛꯅꯥ
পীকপদগী,ꯄꯤꯛꯞꯗꯒꯤ
পীকপা,ꯄꯤꯛꯄꯥ
পীকলবা,ꯄꯤꯛꯜꯕꯥ
পীকলিবা,ꯄꯤꯛꯂꯤꯕꯥ
পীক্ই,ꯄꯤꯛꯏ
পীক্কনাউ,ꯄꯤꯛꯀꯅꯥꯎ
পীক্খ্রবা,ꯄꯤꯛꯈ꯭ꯔꯕꯥ
পীক্থন্না,ꯄꯤꯛꯊꯟꯅꯥ
পীক্না,ꯄꯤꯛ꯭ꯟꯥ
পীক্পনিনা,ꯄꯤꯛꯄꯅꯤꯅꯥ
পীক্লবা,ꯄꯤꯛ꯭ꯜꯕꯥ
পীক্লা,ꯄꯤꯛ꯭ꯜꯥ
পীক্লিঙৈদগী,ꯄꯤꯛ꯭ꯜꯤꯉꯩꯗꯒꯤ
পীক্লিঙৈদা,ꯄꯤꯛ꯭ꯜꯤꯉꯩꯗꯥ
পীক্লিবা,ꯄꯤꯛ꯭ꯜꯤꯕꯥ
