অ	ꯑ
পাখত্না	ꯄꯥꯈꯠꯅꯥ
পাখত্পদু	ꯄꯥꯈꯠꯄꯗꯨ
পাখত্পনা	ꯄꯥꯈꯠꯄꯅꯥ
পাখত্পা	ꯄꯥꯈꯠꯄꯥ
পাখত্পোই	ꯄꯥꯈꯠꯄꯣꯏ
পাখত্মন্দুনা	ꯄꯥꯈꯠꯃꯟꯗꯨꯅꯥ
পাঙথেকেদৌরিবা	ꯄꯥꯉꯊꯦꯀꯦꯗꯧꯔꯤꯕꯥ
পাঙথোকখি	ꯄꯥꯡꯊꯣꯛꯈꯤ
পাঙথোকখিবনি	ꯄꯥꯡꯊꯣꯛꯈꯤꯕꯅꯤ
পাঙথোকখিবা	ꯄꯥꯡꯊꯣꯛꯈꯤꯕꯥ
পাঙথোকখ্রে	ꯄꯥꯡꯊꯣꯛꯈꯔꯦ
পাঙথোকদবা	ꯄꯥꯉꯊꯣꯀꯗꯕꯥ
পাঙথোকপা	ꯄꯥꯡꯊꯣꯛꯄꯥ
পাঙথোক্কদবনি	ꯄꯥꯡꯊꯣꯛꯀꯗꯕꯅꯤ
পাঙথোক্কদবা	ꯄꯥꯡꯊꯣꯛꯀꯗꯕꯥ
পাঙথোক্কদৌরিবা	ꯄꯥꯡꯊꯣꯛꯀꯗꯧꯔꯤꯕꯥ
পাঙথোক্তুনা	ꯄꯥꯡꯊꯣꯛꯇꯨꯅꯥ
পাঙথোক্নবগী	ꯄꯥꯡꯊꯣꯛꯅꯕꯒꯤ
পাঙথোক্নি	ꯄꯥꯉꯊꯣꯛꯅꯤ
পাঙথোক্লগনি	ꯄꯥꯡꯊꯣꯀꯂ꯭ꯒꯅꯤ
পাঙথোক্লবগী	ꯄꯥꯉꯊꯣꯀꯂ꯭ꯕꯒꯤ
পাঙথোক্লি	ꯄꯥꯡꯊꯣꯛꯂꯤ
পাঙথোক্লিবা	ꯄꯥꯡꯊꯣꯛꯂꯤꯕꯥ
পাঙথোরকপনি	ꯄꯥꯡꯊꯣꯔꯛꯄꯅꯤ
পাঙথোরকপা	ꯄꯥꯡꯊꯣꯔꯛꯄꯥ
পাঙনদুনা	ꯄꯥꯉꯟꯗꯨꯅꯥ
পাঙল	ꯄꯥꯉꯜ
পাঙল্	ꯄꯥꯉꯜ
পাঙ্গল	ꯄꯥꯡꯒꯜ
পাঙ্গল্	ꯄꯥꯡꯒꯜ
পাঙ্গল্দগী	ꯄꯥꯡꯒꯜꯗꯒꯤ
পাঙ্গল্না	ꯄꯥꯡꯒꯜꯅꯥ
পাঙ্থোক্খি	ꯄꯥꯡꯊꯣꯛꯈꯤ
পাঙ্থোক্খিবা	ꯄꯥꯡꯊꯣꯛꯈꯤꯕꯥ
পাঙ্থোক্খ্রে	ꯄꯥꯡꯊꯣꯛꯈꯔꯦ
পাঙ্থোক্নবা	ꯄꯥꯡꯊꯣꯛꯅꯕꯥ
পাঙ্থোক্পদি	ꯄꯥꯡꯊꯣꯛꯄꯗꯤ
পাঙ্থোক্পা	ꯄꯥꯡꯊꯣꯛꯄꯥ
পাঙ্থোক্লি	ꯄꯥꯡꯊꯣꯛꯂꯤ
পাঙ্থোক্লুনবা	ꯄꯥꯡꯊꯣꯛꯂꯨꯅꯕꯥ
পাঙ্থোক্লুবগী	ꯄꯥꯡꯊꯣꯛꯂꯨꯕꯒꯤ
পাঙ্থোরক্পদা	ꯄꯥꯡꯊꯣꯔꯛꯄꯗꯥ
পাঙ্থোরক্পনি	ꯄꯥꯡꯊꯣꯔꯛꯄꯅꯤ
পাজরিবা	ꯄꯥꯖꯔꯤꯕꯥ
পাজি	ꯄꯥꯖꯤ
পাজিনা	ꯄꯥꯖꯤꯅꯥ
পাজিবু	ꯄꯥꯖꯤꯕꯨ
পাজোম্বীনি	ꯄꯥꯖꯣꯝꯕꯤꯅꯤ
পাটা	ꯄꯥꯇꯥ
পাটাদার	ꯄꯥꯇꯥꯗꯥꯔ
পাত	ꯄꯥꯇ
পাতাল	ꯄꯥꯇꯥꯂ
পাতাল্দগী	ꯄꯥꯇꯥꯜꯗꯒꯤ
পাত্	ꯄꯥꯠ
পাত্কী	ꯄꯥꯠꯀꯤ
পাত্তা	ꯄꯥꯠꯇꯥ
পাত্তুদা	ꯄꯥꯠꯇꯨꯗꯥ
পাত্রশিংদা	ꯄꯥꯇꯔ꯭ꯁꯤꯡꯗꯥ
পাদুনা	ꯄꯥꯗꯨꯅꯥ
পান	ꯄꯥꯅ
পানবা	ꯄꯥꯅꯕꯥ
পানবীনবা	ꯄꯥꯅꯕꯤꯅꯕꯥ
পানরি	ꯄꯥꯅꯔꯤ
পানাকা	ꯄꯥꯅꯥꯀꯥ
পান্	ꯄꯥꯟ
পান্খত্লক্পা	ꯄꯥꯟꯈꯠꯂꯛꯄꯥ
পান্খি	ꯄꯥꯟꯈꯤ
পান্খিবা	ꯄꯥꯟꯈꯤꯕꯥ
পান্খিবোইরে	ꯄꯥꯟꯈꯤꯕꯣꯏꯔꯦ
পান্গনি	ꯄꯥꯟꯒꯅꯤ
পান্গনুসি	ꯄꯥꯟꯒꯅꯨꯁꯤ
পান্জবোইরে	ꯄꯥꯟꯖꯕꯣꯏꯔꯦ
পান্জরে	ꯄꯥꯟꯖꯔꯦ
পান্জারক্পনি	ꯄꯥꯟꯖꯥꯔꯛꯄꯅꯤ
পান্জারম্বোইরে	ꯄꯥꯟꯖꯥꯔꯝꯕꯣꯏꯔꯦ
পান্জি	ꯄꯥꯟꯖꯤ
পান্জিদি	ꯄꯥꯟꯖꯤꯗꯤ
পান্জিদুসু	ꯄꯥꯟꯖꯤꯗꯨꯁꯨ
পান্জিনি	ꯄꯥꯟꯖꯤꯅꯤ
পান্জিসিদি	ꯄꯥꯟꯖꯤꯁꯤꯗꯤ
পান্থা	ꯄꯥꯟꯊꯥ
পান্থৈ	ꯄꯥꯟꯊꯩ
পান্থোংবদু	ꯄꯥꯟꯊꯣꯡꯕꯗꯨ
পান্দবগুম	ꯄꯥꯟꯗꯕꯒꯨꯃ
পান্দবগুম্	ꯄꯥꯟꯗꯕꯒꯨꯝ
পান্দমদা	ꯄꯥꯟꯗꯝꯗꯥ
পান্দু	ꯄꯥꯟꯗꯨ
পান্দুনা	ꯄꯥꯟꯗꯨꯅꯥ
পান্দুম	ꯄꯥꯟꯗꯨꯃ
পান্দুম্শিংদু	ꯄꯥꯟꯗꯨꯝꯁꯤꯡꯗꯨ
পান্দো	ꯄꯥꯟꯗꯣ
পান্দ্রো	ꯄꯥꯟꯗꯔꯣ
পান্নচিংবা	ꯄꯥꯟꯅꯆꯤꯡꯕꯥ
পান্নদ্রে	ꯄꯥꯟꯅꯗꯔꯦ
পান্ননা	ꯄꯥꯟꯅꯅꯥ
পান্না	ꯄꯥꯟꯅꯥ
পান্বগী	ꯄꯥꯟꯕꯒꯤ
পান্বগুম্না	ꯄꯥꯟꯕꯒꯨꯝꯅꯥ
পান্বদুদা	ꯄꯥꯟꯕꯗꯨꯗꯥ
পান্বনি	ꯄꯥꯟꯕꯅꯤ
পান্বা	ꯄꯥꯟꯕꯥ
পান্বিরব্রা	ꯄꯥꯟꯕꯤꯔꯕꯔꯥ
পান্বিরে	ꯄꯥꯟꯕꯤꯔꯦ
পান্বু	ꯄꯥꯟꯕꯨ
পান্বোইরে	ꯄꯥꯟꯕꯣꯏꯔꯦ
পান্ব্রা	ꯄꯥꯟꯕꯔꯥ
পান্মিনরে	ꯄꯥꯟꯃꯤꯅꯔꯦ
পান্মিন্নখিবোইরে	ꯄꯥꯟꯃꯤꯟꯅꯈꯤꯕꯣꯏꯔꯦ
পান্মিন্নরে	ꯄꯥꯟꯃꯤꯟꯅꯔꯦ
পান্মিন্নসি	ꯄꯥꯟꯃꯤꯟꯅꯁꯤ
পান্শিন্বীরম্লগা	ꯄꯥꯟꯁꯤꯟꯕꯤꯔꯝꯂꯒꯥ
পান্সু	ꯄꯥꯟꯁꯨ
পাবা	ꯄꯥꯕꯥ
পাবুংনা	ꯄꯥꯕꯨꯡꯅꯥ
পাবোত	ꯄꯥꯕꯣꯇ
পাব্লসিটি	ꯄꯥꯕꯂ꯭ꯁꯤꯇꯤ
পাব্লসিটিগী	ꯄꯥꯕꯂ꯭ꯁꯤꯇꯤꯒꯤ
পাম	ꯄꯥꯝ
পামজবা	ꯄꯥꯝꯖꯕꯥ
পামজৈ	ꯄꯥꯃꯖꯩ
পামদবা	ꯄꯥꯝꯗꯕꯥ
পাম্	ꯄꯥꯝ
পাম্গী	ꯄꯥꯝꯒꯤ
পাম্জখ্রপোত্নি	ꯄꯥꯝꯖꯈꯔ꯭ꯄꯣꯠꯅꯤ
পাম্জবনি	ꯄꯥꯝꯖꯕꯅꯤ
পাম্জবা	ꯄꯥꯝꯖꯕꯥ
পাম্জবোইরে	ꯄꯥꯝꯖꯕꯣꯏꯔꯦ
পাম্জমন্খ্রদনা	ꯄꯥꯝꯖꯝꯟꯈꯔ꯭ꯗꯅꯥ
পাম্দগী	ꯄꯥꯝꯗꯒꯤ
পাম্দা	ꯄꯥꯝꯗꯥ
পাম্দে	ꯄꯥꯝꯗꯦ
পাম্দ্রে	ꯄꯥꯝꯗꯔꯦ
পাম্নরকপা	ꯄꯥꯝꯅꯔꯛꯄꯥ
পাম্না	ꯄꯥꯝꯅꯥ
পাম্নী	ꯄꯥꯝꯅꯤ
পাম্নৈ	ꯄꯥꯝꯅꯩ
পাম্ফেল	ꯄꯥꯝꯐꯦꯡꯂ
পাম্বমক	ꯄꯥꯝꯕꯃꯛ
পাম্বা	ꯄꯥꯝꯕꯥ
পাম্বি	ꯄꯥꯝꯕꯤ
পাম্বী	ꯄꯥꯝꯕꯤ
পাম্বীদগী	ꯄꯥꯝꯕꯤꯗꯒꯤ
পাম্বীদুদগী	ꯄꯥꯝꯕꯤꯗꯨꯗꯒꯤ
পাম্বীবশিংনা	ꯄꯥꯝꯕꯤꯕꯁꯤꯡꯅꯥ
পাম্বীবা	ꯄꯥꯝꯕꯤꯕꯥ
পাম্বীশিংনা	ꯄꯥꯝꯕꯤꯁꯤꯡꯅꯥ
পাম্বৈ	ꯄꯥꯝꯕꯩ
পাম্বৈদি	ꯄꯥꯝꯕꯩꯗꯤ
পাম্বৈনা	ꯄꯥꯝꯕꯩꯅꯥ
পাম্বোইরে	ꯄꯥꯝꯕꯣꯏꯔꯦ
পাম্বোম	ꯄꯥꯝꯕꯣꯃ
পাম্ভর	ꯄꯥꯝꯚꯔ
পাম্মন্দুনা	ꯄꯥꯝꯃꯟꯗꯨꯅꯥ
পাম্মি	ꯄꯥꯝꯃꯤ
পাম্মিদো	ꯄꯥꯝꯃꯤꯗꯣ
পাম্মী	ꯄꯥꯝꯃꯤ
পাম্মুখ্রেদা	ꯄꯥꯝꯃꯨꯈꯔꯦꯗꯥ
পাম্মুবা	ꯄꯥꯝꯃꯨꯕꯥ
পাম্মে	ꯄꯥꯝꯃꯦ
পাম্লবসু	ꯄꯥꯝꯂꯕꯁꯨ
পাম্লিবা	ꯄꯥꯝꯂꯤꯕꯥ
পাম্লুবদগী	ꯄꯥꯝꯂꯨꯕꯗꯒꯤ
পাম্লৌদগী	ꯄꯥꯝꯂꯧꯗꯒꯤ
পাম্সিগী	ꯄꯥꯝꯁꯤꯒꯤ
পারগা	ꯄꯥꯔꯒꯥ
পারসিগে	ꯄꯥꯔꯁꯤꯒꯦ
পারী	ꯄꯥꯔꯤ
পারুরগদি	ꯄꯥꯔꯨꯔꯒꯗꯤ
পার্ট	ꯄꯥꯔꯇ
পার্টি	ꯄꯥꯔꯇꯤ
পার্ত	ꯄꯥꯔꯇ
পার্তি	ꯄꯥꯔꯇꯤ
পার্তিগী	ꯄꯥꯔꯇꯤꯒꯤ
পার্তিদা	ꯄꯥꯔꯇꯤꯗꯥ
পার্তিনা	ꯄꯥꯔꯇꯤꯅꯥ
পার্ফোমিং	ꯄꯥꯔꯐꯣꯃꯤꯡ
পার্ফোমেন্স	ꯄꯥꯔꯐꯣꯃꯦꯟꯁ
পার্মানেন্ত	ꯄꯥꯔꯃꯥꯅꯦꯟꯇ
পার্মিত	ꯄꯥꯔꯃꯤꯇ
পার্সন	ꯄꯥꯔꯁꯟ
পার্সনেল	ꯄꯥꯔꯁꯅꯦꯂ
পার্সনেলশিংনসু	ꯄꯥꯔꯁꯅꯦꯂꯁꯤꯡꯅꯁꯨ
পার্সনেলশিংনা	ꯄꯥꯔꯁꯅꯦꯂꯁꯤꯡꯅꯥ
পাল	ꯄꯥꯂ
পালন	ꯄꯥꯂꯟ
পালা	ꯄꯥꯂꯥ
পাল্ক	ꯄꯥꯜꯀ
পাল্লক্এদো	ꯄꯥꯜꯂꯛꯑꯦꯗꯣ
পাল্লগে	ꯄꯥꯜꯂꯒꯦ
পাল্লনি	ꯄꯥꯜꯂꯅꯤ
পাল্লবদি	ꯄꯥꯜꯂꯕꯗꯤ
পাল্লবা	ꯄꯥꯜꯂꯕꯥ
পাল্লবোইরে	ꯄꯥꯜꯂꯕꯣꯏꯔꯦ
পাল্লম্বা	ꯄꯥꯜꯂꯝꯕꯥ
পাল্লম্বোইরে	ꯄꯥꯜꯂꯝꯕꯣꯏꯔꯦ
পাল্লিবদু	ꯄꯥꯜꯂꯤꯕꯗꯨ
পাল্লিবা	ꯄꯥꯜꯂꯤꯕꯥ
পাল্লিসে	ꯄꯥꯜꯂꯤꯁꯦ
পাল্লুরে	ꯄꯥꯜꯂꯨꯔꯦ
পাল্হন্খি	ꯄꯥꯜꯍꯟꯈꯤ
পাল্হন্গনি	ꯄꯥꯜꯍꯟꯒꯅꯤ
পাল্হল্লবোইরে	ꯄꯥꯜꯍꯜꯂꯕꯣꯏꯔꯦ
পাল্হৌ	ꯄꯥꯜꯍꯧ
পাষ্টর	ꯄꯥꯁꯇ꯭ꯔ
পাষ্টরগী	ꯄꯥꯁꯇ꯭ꯔꯒꯤ
পাস	ꯄꯥꯁ
পাস্তর	ꯄꯥꯁꯇꯔ
পােইত্রি	ꯄꯥꯦꯏꯠꯔꯤ
পােইন্ট	ꯄꯥꯦꯏꯟꯇ
পােইরৌপাৎতা	ꯄꯥꯦꯏꯔꯧꯄꯥꯠꯇꯥ
পােক	ꯄꯥꯦꯀ
পােক্নফম	ꯄꯥꯦꯛꯅꯐꯝ
পােক্লে	ꯄꯥꯦꯛꯂꯦ
পােজিসন	ꯄꯥꯦꯖꯤꯁꯟ
পােজিসনশিংদা	ꯄꯥꯦꯖꯤꯁꯟꯁꯤꯡꯗꯥ
পােপুলার	ꯄꯥꯦꯄꯨꯂꯥꯔ
পােরগী	ꯄꯥꯦꯔꯒꯤ
পােরদা	ꯄꯥꯦꯔꯗꯥ
পােলিসিগী	ꯄꯥꯦꯂꯤꯁꯤꯒꯤ
পােলেম	ꯄꯥꯦꯂꯦꯃ
পােস্ত	ꯄꯥꯦꯁꯇ
পােৎ	ꯄꯥꯦꯠ
পােৎলম	ꯄꯥꯦꯠꯂꯝ
পােৎলমশিং	ꯄꯥꯦꯠꯂꯝꯁꯤꯡ
পােৎশক	ꯄꯥꯦꯠꯁꯛ
পাৎশোই	ꯄꯥꯠꯁꯣꯏ
পায়	ꯄꯥꯏ
পায়াপোন্তে	ꯄꯥꯌꯥꯄꯣꯟꯇꯦ
পায়্	ꯄꯥꯌ
পায়্খত্তুনা	ꯄꯥꯌꯈꯠꯇꯨꯅꯥ
পায়্খত্লগা	ꯄꯥꯌꯈꯠꯂꯒꯥ
পায়্খিবোইরে	ꯄꯥꯌꯈꯤꯕꯣꯏꯔꯦ
পায়্গে	ꯄꯥꯌꯒꯦ
পায়্দুনা	ꯄꯥꯌꯗꯨꯅꯥ
পায়্না	ꯄꯥꯌꯅꯥ
পায়্বতা	ꯄꯥꯌꯕꯇꯥ
পায়্বদগী	ꯄꯥꯌꯕꯗꯒꯤ
পায়্বদা	ꯄꯥꯌꯕꯗꯥ
পায়্বা	ꯄꯥꯌꯕꯥ
পায়্বিরম্বসু	ꯄꯥꯌꯕꯤꯔꯝꯕꯁꯨ
পায়্বিরিবসিবো	ꯄꯥꯌꯕꯤꯔꯤꯕꯁꯤꯕꯣ
পায়্বিয়ুদনা	ꯄꯥꯌꯕꯤꯌꯨꯗꯅꯥ
পায়্বী	ꯄꯥꯌꯕꯤ
পায়্মিন্নরগা	ꯄꯥꯌꯃꯤꯟꯅꯔꯒꯥ
পায়্রগা	ꯄꯥꯌꯔꯒꯥ
পায়্রদুনা	ꯄꯥꯌꯔꯗꯨꯅꯥ
পায়্রম্বা	ꯄꯥꯌꯔꯝꯕꯥ
পায়্রিবা	ꯄꯥꯌꯔꯤꯕꯥ
পায়্রুবদা	ꯄꯥꯌꯔꯨꯕꯗꯥ
পায়্রুবু	ꯄꯥꯌꯔꯨꯕꯨ
পায়্রুরে	ꯄꯥꯌꯔꯨꯔꯦ
পায়্রুরেদো	ꯄꯥꯌꯔꯨꯔꯦꯗꯣ
পায়্হল্লগা	ꯄꯥꯌꯍꯜꯂꯒꯥ
পি	ꯄꯤ
পিক	ꯄꯤꯛ
পিক্ত্রু	ꯄꯤꯛꯠꯔꯨ
পিক্পা	ꯄꯤꯛꯄꯥ
পিক্লিঙৈদগী	ꯄꯤꯛꯂꯤꯉꯩꯗꯒꯤ
পিগী	ꯄꯤꯒꯤ
পিগীদমক	ꯄꯤꯒꯤꯗꯃꯛ
পিজগদৌরিনো	ꯄꯤꯖꯒꯗꯧꯔꯤꯅꯣ
পিজৌ	ꯄꯤꯖꯧ
পিজৌদনা	ꯄꯤꯖꯧꯗꯅꯥ
পিটিআই	ꯄꯤꯇꯤꯑꯥꯏ
পিদগী	ꯄꯤꯗꯒꯤ
পিনরিবা	ꯄꯤꯟꯔꯤꯕꯥ
পিনা	ꯄꯤꯅꯥ
পিপল	ꯄꯤꯄꯜ
পিপলস	ꯄꯤꯄꯜꯁ
পিবিবসিবু	ꯄꯤꯕꯤꯕꯁꯤꯕꯨ
পিবিয়ু	ꯄꯤꯕꯤꯌꯨ
পিরক্উ	ꯄꯤꯔꯛꯎ
পিরাঙ	ꯄꯤꯔꯥꯉ
পিরাঙ্	ꯄꯤꯔꯥꯡ
পিশক	ꯄꯤꯁꯛ
পিশক্তু	ꯄꯤꯁꯛꯇꯨ
পিশক্শিং	ꯄꯤꯁꯛꯁꯤꯡ
পিস	ꯄꯤꯁ
পিসকিপিৎ	ꯄꯤꯁꯀꯤꯄꯤꯠ
পী	ꯄꯤ
পীং	ꯄꯤꯡ
পীক	ꯄꯤꯛ
পীক্ই	ꯄꯤꯛꯏ
পীক্কনাউ	ꯄꯤꯛꯀꯅꯥꯎ
পীক্খ্রবা	ꯄꯤꯛꯈꯔ꯭ꯕꯥ
পীক্থন্না	ꯄꯤꯛꯊꯟꯅꯥ
পীক্পনিনা	ꯄꯤꯛꯄꯅꯤꯅꯥ
পীক্লবা	ꯄꯤꯀꯂ꯭ꯕꯥ
পীক্লা	ꯄꯤꯛꯂꯥ
পীক্লিঙৈদগী	ꯄꯤꯛꯂꯤꯉꯩꯗꯒꯤ
পীক্লিঙৈদা	ꯄꯤꯛꯂꯤꯉꯩꯗꯥ
পীক্লিবা	ꯄꯤꯛꯂꯤꯕꯥ
পীক্শিল্লক্তুনা	ꯄꯤꯛꯁꯤꯜꯂꯛꯇꯨꯅꯥ
পীক্শিল্লবোইরে	ꯄꯤꯛꯁꯤꯜꯂꯕꯣꯏꯔꯦ
পীখি	ꯄꯤꯈꯤ
পীখিদে	ꯄꯤꯈꯤꯗꯦ
পীখিবগী	ꯄꯤꯈꯤꯕꯒꯤ
পীখিবনি	ꯄꯤꯈꯤꯕꯅꯤ
পীখিবা	ꯄꯤꯈꯤꯕꯥ
পীখ্রে	ꯄꯤꯈꯔꯦ
পীগনি	ꯄꯤꯒꯅꯤ
পীগনী	ꯄꯤꯒꯅꯤ
পীগে	ꯄꯤꯒꯦ
পীজ	ꯄꯤꯖꯥ
পীজগদবসিবো	ꯄꯤꯖꯒꯗꯕꯁꯤꯕꯣ
পীজগনি	ꯄꯤꯖꯒꯅꯤ
পীজগে	ꯄꯤꯖꯒꯦ
পীজদুনা	ꯄꯤꯖꯗꯨꯅꯥ
পীজনবা	ꯄꯤꯖꯅꯕꯥ
পীজনিংঙাই	ꯄꯤꯖꯅꯤꯡꯉꯥꯏ
পীজবদগী	ꯄꯤꯖꯕꯗꯒꯤ
পীজবদা	ꯄꯤꯖꯕꯗꯥ
পীজবা	ꯄꯤꯖꯕꯥ
পীজবোইরে	ꯄꯤꯖꯕꯣꯏꯔꯦ
পীজরগা	ꯄꯤꯖꯔꯒꯥ
পীজরবা	ꯄꯤꯖꯔꯕꯥ
পীজরবোইরে	ꯄꯤꯖꯔꯕꯣꯏꯔꯦ
পীজরুখিগে	ꯄꯤꯖꯔꯨꯈꯤꯒꯦ
পীজরুরবোইরে	ꯄꯤꯖꯔꯨꯔꯕꯣꯏꯔꯦ
পীজরে	ꯄꯤꯖꯔꯦ
পীজা	ꯄꯤꯖꯥ
পীজৌ	ꯄꯤꯖꯧ
পীত	ꯄꯤꯇ
পীথক	ꯄꯤꯊꯛ
পীথক্	ꯄꯤꯊꯛ
পীথক্পা	ꯄꯤꯊꯛꯄꯥ
পীথিবীদা	ꯄꯤꯊꯤꯕꯤꯗꯥ
পীথোক্খ্রে	ꯄꯤꯊꯣꯛꯈꯔꯦ
পীথোক্লোই	ꯄꯤꯊꯣꯛꯂꯣꯏ
পীথোরক্লে	ꯄꯤꯊꯣꯔꯛꯂꯦ
পীদবা	ꯄꯤꯗꯕꯥ
পীদুনা	ꯄꯤꯗꯨꯅꯥ
পীননবগী	ꯄꯤꯅꯅꯕꯒꯤ
পীননবা	ꯄꯤꯅꯅꯕꯥ
পীনবগী	ꯄꯤꯅꯕꯒꯤ
পীনবা	ꯄꯤꯅꯕꯥ
পীনবীয়ু	ꯄꯤꯟꯕꯤꯌꯨ
পীনহৈবা	ꯄꯤꯟꯍꯩꯕꯥ
পীপলস	ꯄꯤꯄꯜꯁ
পীবগী	ꯄꯤꯕꯒꯤ
পীবনি	ꯄꯤꯕꯅꯤ
পীবা	ꯄꯤꯕꯥ
পীবিদবা	ꯄꯤꯕꯤꯗꯕꯥ
পীবিনবা	ꯄꯤꯕꯤꯅꯕꯥ
পীবিনিংবা	ꯄꯤꯕꯤꯅꯤꯡꯕꯥ
পীবিবা	ꯄꯤꯕꯤꯕꯥ
পীবিরক্লবোইরে	ꯄꯤꯕꯤꯔꯛꯂꯕꯣꯏꯔꯦ
পীবিরগা	ꯄꯤꯕꯤꯔꯒꯥ
পীবিরে	ꯄꯤꯕꯤꯔꯦ
পীবিয়ু	ꯄꯤꯕꯤꯌꯨ
পীবীরকউ	ꯄꯤꯕꯤꯔꯛꯎ
পীরকই	ꯄꯤꯔꯛꯏ
পীরক্অবোইরে	ꯄꯤꯔꯛꯑꯕꯣꯏꯔꯦ
পীরক্কদরা	ꯄꯤꯔꯛꯀꯗꯔꯥ
পীরক্খি	ꯄꯤꯔꯛꯈꯤ
পীরক্পদগী	ꯄꯤꯔꯛꯄꯗꯒꯤ
পীরক্পা	ꯄꯤꯔꯛꯄꯥ
পীরক্পোইরে	ꯄꯤꯔꯛꯄꯣꯏꯔꯦ
পীরক্লে	ꯄꯤꯔꯛꯂꯦ
পীরগদবনি	ꯄꯤꯔꯒꯗꯕꯅꯤ
পীরগদি	ꯄꯤꯔꯒꯗꯤ
পীরগা	ꯄꯤꯔꯒꯥ
পীরগে	ꯄꯤꯔꯒꯦ
পীরবনিকো	ꯄꯤꯔꯕꯅꯤꯀꯣ
পীরমখিবা	ꯄꯤꯔꯝꯈꯤꯕꯥ
পীরম্বা	ꯄꯤꯔꯝꯕꯥ
পীরম্মী	ꯄꯤꯔꯝꯃꯤ
পীরম্মু	ꯄꯤꯔꯝꯃꯨ
পীরম্লগা	ꯄꯤꯔꯝꯂꯒꯥ
পীরম্লগে	ꯄꯤꯔꯝꯂꯒꯦ
পীরম্লে	ꯄꯤꯔꯝꯂꯦ
পীরি	ꯄꯤꯔꯤ
পীরিবা	ꯄꯤꯔꯤꯕꯥ
পীরুগে	ꯄꯤꯔꯨꯒꯦ
পীরুবদগী	ꯄꯤꯔꯨꯕꯗꯒꯤ
পীরুবনি	ꯄꯤꯔꯨꯕꯅꯤ
পীরুরে	ꯄꯤꯔꯨꯔꯦ
পীরে	ꯄꯤꯔꯦ
পীরো	ꯄꯤꯔꯣ
পীশক্তুনা	ꯄꯤꯁꯛꯇꯨꯅꯥ
পীশিনখিবগা	ꯄꯤꯁꯤꯅꯈꯤꯕꯒꯥ
পীশিন্দুনা	ꯄꯤꯁꯤꯟꯗꯨꯅꯥ
পীশিন্নবা	ꯄꯤꯁꯤꯟꯅꯕꯥ
পীশিল্লক্নবা	ꯄꯤꯁꯤꯜꯂꯛꯅꯕꯥ
পীশিল্লগা	ꯄꯤꯁꯤꯜꯂꯒꯥ
পীয়ু	ꯄꯤꯌꯨ
পুং	ꯄꯨꯡ
পুংকক	ꯄꯨꯡꯀꯛ
পুংকোয়	ꯄꯨꯡꯀꯣꯌ
পুই	ꯄꯨꯏ
পুক্কৈ	ꯄꯨꯛꯀꯩ
পুক্চেন্সিবু	ꯄꯨꯛꯆꯦꯟꯁꯤꯕꯨ
পুক্চেল	ꯄꯨꯛꯆꯦꯂ
পুক্চেল্	ꯄꯨꯛꯆꯦꯜ
পুক্চেল্শেংনা	ꯄꯨꯛꯆꯦꯜꯁꯦꯡꯅꯥ
পুক্চেল্সিবু	ꯄꯨꯛꯆꯦꯜꯁꯤꯕꯨ
পুক্নিং	ꯄꯨꯛꯅꯤꯡ
পুক্নিংদা	ꯄꯨꯛꯅꯤꯡꯗꯥ
পুক্ফবো	ꯄꯨꯛꯐꯕꯣ
পুখত্তুনা	ꯄꯨꯈꯠꯇꯨꯅꯥ
পুখত্লক্উ	ꯄꯨꯈꯠꯂꯛꯎ
পুখত্লক্নবা	ꯄꯨꯈꯠꯂꯛꯅꯕꯥ
পুখম	ꯄꯨꯈꯝ
পুখম্	ꯄꯨꯈꯝ
পুখম্দা	ꯄꯨꯈꯝꯗꯥ
পুখরে	ꯄꯨꯈꯔꯦ
পুখিগে	ꯄꯨꯈꯤꯒꯦ
পুখিবা	ꯄꯨꯈꯤꯕꯥ
পুখিবোইরে	ꯄꯨꯈꯤꯕꯣꯏꯔꯦ
পুখো	ꯄꯨꯈꯣ
পুখ্রগা	ꯄꯨꯈꯔ꯭ꯒꯥ
পুখ্রি	ꯄꯨꯈꯔꯤ
পুখ্রিগী	ꯄꯨꯈꯔꯤꯒꯤ
পুখ্রিদগী	ꯄꯨꯈꯔꯤꯗꯒꯤ
পুখ্রিদা	ꯄꯨꯈꯔꯤꯗꯥ
পুখ্রিদুগী	ꯄꯨꯈꯔꯤꯗꯨꯒꯤ
পুখ্রিময়া	ꯄꯨꯈꯔꯤꯃꯌꯥ
পুখ্রে	ꯄꯨꯈꯔꯦ
পুখৎখি	ꯄꯨꯈꯠꯈꯤ
পুগদবনি	ꯄꯨꯒꯗꯕꯅꯤ
পুগদৌরি	ꯄꯨꯒꯗꯧꯔꯤ
পুগী	ꯄꯨꯒꯤ
পুগে	ꯄꯨꯒꯦ
পুঙ	ꯄꯨꯉ
পুঙম্লরোই	ꯄꯨꯉꯝꯂꯔꯣꯏ
পুঙাঙ	ꯄꯨꯉꯥꯉ
পুঙ্	ꯄꯨꯡ
পুঙ্খোল	ꯄꯨꯡꯈꯣꯂ
পুঙ্গী	ꯄꯨꯡꯒꯤ
পুঙ্দুদা	ꯄꯨꯡꯗꯨꯗꯥ
পুঙ্ফম	ꯄꯨꯡꯐꯝ
পুজখ্রো	ꯄꯨꯖꯈꯔꯣ
